terminal id,3b17a818-7ced-4761-abae-541053c323c2,,,,,,,
terminal name,Rwinkwavu01,,,,,,,
date,s1,s2,s3,s4,s5,s6,s7,s8
1/19/2018 9:50,21.82,101.69,3.59,0,0,0,0,0
1/19/2018 10:05,21.91,101.67,3.59,0,0,0,0,0
1/19/2018 10:20,22.01,101.66,3.59,0,0,0,0,0
1/19/2018 10:34,22.12,101.64,3.58,0,0,0,0,0
1/19/2018 10:49,22.24,101.62,3.58,0,0,0,0,0
1/19/2018 11:04,22.37,101.59,3.58,0,0,0,0,0
1/19/2018 11:18,22.49,101.58,3.58,0,0,0,0,0
1/19/2018 11:33,22.62,101.54,3.58,0,0,0,0,0
1/19/2018 11:48,22.76,101.53,3.58,0,0,0,0,0
1/19/2018 12:02,22.89,101.49,3.57,0,0,0,0,0
1/19/2018 12:17,23.04,101.46,3.57,0,0,0,0,0
1/19/2018 12:31,23.2,101.45,3.57,0,0,0,0,0
1/19/2018 12:46,23.33,101.4,3.57,0,0,0,0,0
1/19/2018 13:01,23.46,101.4,3.57,0,0,0,0,0
1/19/2018 13:15,23.6,101.35,3.56,0,0,0,0,0
1/19/2018 13:30,23.74,101.26,3.56,0,0,0,0,0
1/19/2018 13:44,23.84,101.1,3.56,0,0,0,0,0
1/19/2018 13:59,23.92,100.93,3.55,0,0,0,0,0
1/19/2018 14:14,24,100.87,3.54,0,0,0,0,0
1/19/2018 14:28,24.05,100.88,3.54,0,0,0,0,0
1/19/2018 14:43,24.09,100.89,3.53,0,0,0,0,0
1/19/2018 14:58,24.11,100.89,3.52,0,0,0,0,0
1/19/2018 15:12,24.13,100.92,3.52,0,0,0,0,0
1/19/2018 15:27,24.12,100.92,3.51,0,0,0,0,0
1/19/2018 15:42,24.14,100.95,3.5,0,0,0,0,0
1/19/2018 15:56,24.12,100.97,3.49,0,0,0,0,0
1/19/2018 16:11,24.12,100.98,3.49,0,0,0,0,0
1/19/2018 16:26,24.11,101.03,3.48,0,0,0,0,0
1/19/2018 16:55,24.09,101.02,3.46,0,0,0,0,0
1/19/2018 17:10,24.07,101.03,3.45,0,0,0,0,0
1/19/2018 17:24,24.05,101.1,3.45,0,0,0,0,0
1/19/2018 17:39,24.03,101.09,3.43,0,0,0,0,0
1/19/2018 17:54,24.02,101.13,3.42,0,0,0,0,0
1/19/2018 18:08,23.98,101.16,3.41,0,0,0,0,0
1/19/2018 18:23,23.96,101.15,3.4,0,0,0,0,0
1/19/2018 18:38,23.92,101.18,3.39,0,0,0,0,0
1/19/2018 18:52,23.88,101.21,3.38,0,0,0,0,0
1/19/2018 19:07,23.85,101.23,3.37,0,0,0,0,0
1/19/2018 19:22,23.81,101.23,3.36,0,0,0,0,0
1/19/2018 19:36,23.75,101.27,3.34,0,0,0,0,0
1/19/2018 19:51,23.72,101.3,3.34,0,0,0,0,0
1/19/2018 20:05,23.68,101.29,3.32,0,0,0,0,0
1/19/2018 20:20,23.65,101.32,3.31,0,0,0,0,0
1/19/2018 20:35,23.6,101.31,3.29,0,0,0,0,0
1/19/2018 20:49,23.58,101.34,3.27,0,0,0,0,0
1/19/2018 21:04,23.52,101.33,3.26,0,0,0,0,0
1/19/2018 21:19,23.48,101.36,3.24,0,0,0,0,0
1/19/2018 21:33,23.44,101.35,3.23,0,0,0,0,0
1/19/2018 21:48,23.4,101.38,3.2,0,0,0,0,0
1/19/2018 22:03,23.35,101.36,3.18,0,0,0,0,0
1/19/2018 22:17,23.32,101.4,3.15,0,0,0,0,0
1/19/2018 22:32,23.26,101.38,3.12,0,0,0,0,0
1/19/2018 22:47,23.2,101.36,3.09,0,0,0,0,0
1/19/2018 23:01,23.14,101.39,3.04,0,0,0,0,0
1/19/2018 23:16,23.09,101.37,3,0,0,0,0,0
1/19/2018 23:31,23.03,101.36,2.96,0,0,0,0,0
1/19/2018 23:46,22.96,101.36,2.9,0,0,0,0,0
1/20/2018 0:00,22.89,101.32,2.85,0,0,0,0,0
1/20/2018 0:15,22.82,101.3,2.8,0,0,0,0,0
1/20/2018 0:30,22.74,101.27,2.75,0,0,0,0,0
1/20/2018 0:45,22.68,101.26,2.7,0,0,0,0,0
1/20/2018 1:00,22.6,101.23,2.66,0,0,0,0,0
1/20/2018 1:14,22.53,101.21,2.62,0,0,0,0,0
1/20/2018 1:29,22.44,101.19,2.57,0,0,0,0,0
1/20/2018 1:44,22.36,101.16,2.54,0,0,0,0,0
1/20/2018 1:59,22.28,101.14,2.49,0,0,0,0,0
1/20/2018 2:14,22.18,101.13,2.44,0,0,0,0,0
1/20/2018 2:29,22.05,101.09,2.4,0,0,0,0,0
1/20/2018 2:43,21.91,101.07,2.36,0,0,0,0,0
1/20/2018 2:57,21.76,101.03,2.33,0,0,0,0,0
1/22/2018 6:13,21.66,96.74,3.85,0,0,0,0,0
1/22/2018 6:28,21.63,97.17,3.84,0,0,0,0,0
1/22/2018 6:43,21.6,98.88,3.84,0,0,0,0,0
1/22/2018 6:57,21.58,101.11,3.84,0,0,0,0,0
1/22/2018 7:12,21.56,101.15,3.84,0,0,0,0,0
1/22/2018 7:27,21.56,101.24,3.84,0,0,0,0,0
